,index,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
650,33856,2015-03-22,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NJ,08244,,Consent not provided,Web,2015-03-26,Closed with explanation,Yes,1294918
651,106433,2016-05-21,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,MI,49788,,Consent not provided,Web,2016-05-21,Closed with explanation,Yes,1935825
652,117054,2016-04-15,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,32097,,Consent not provided,Web,2016-04-18,Closed with explanation,Yes,1881267
653,76027,2015-02-27,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,CA,92264,,,Web,2015-02-27,Closed with non-monetary relief,Yes,1259932
654,47224,2015-06-29,Credit reporting,,Incorrect information on credit report,Information is not mine,"XXXX XXXX is reporting that Equifax Credit Bureau reported a hard inquiry from creditor, XXXX, hard inquiry date XXXX XXXX, 2015. I have not applied for anything nor gave written permission to XXXX to have a hard inquiry being reported from them nor Equifax on my credit report. Unauthorized hard inquiry being reported from Equifax and XXXX. Immediate removal of hard inquiry reporting from XXXX and Equifax credit bureau is requested by me as this was an unauthorized nor was a written request made by me and is justified for immediate removal under State of MN credit reporting laws. 
",,Equifax,MN,550XX,,Consent provided,Web,2015-07-10,Closed with explanation,Yes,1443703
655,97075,2015-10-14,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,WA,98366,Older American,,Fax,2015-10-16,Closed with explanation,Yes,1607317
656,64219,2014-09-09,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,33570,,,Postal mail,2014-09-24,Closed with explanation,Yes,1021412
657,98697,2015-12-14,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,TX,78634,,Consent not provided,Web,2015-12-14,Closed with explanation,Yes,1695403
658,16676,2014-04-07,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76107,,,Postal mail,2014-05-09,Closed with explanation,Yes,796085
659,10815,2015-06-23,Credit reporting,,Incorrect information on credit report,Personal information,,,LexisNexis,PA,18940,,Consent not provided,Web,2015-06-23,Closed with explanation,Yes,1433969
660,105511,2014-08-13,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,,,,,Web,2014-08-18,Closed with explanation,Yes,983190
661,110638,2013-11-14,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,Equifax,CA,95356,,,Web,2013-11-14,Closed with non-monetary relief,Yes,598195
662,6017,2014-02-22,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,"TransUnion Intermediate Holdings, Inc.",CA,92880,,,Web,2014-02-22,Closed with non-monetary relief,Yes,726641
663,102540,2016-04-29,Credit reporting,,Incorrect information on credit report,Public record,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NE,68137,,Consent not provided,Web,2016-05-03,Closed with explanation,Yes,1903178
664,50184,2014-10-08,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,IL,60626,,,Web,2014-10-15,Closed with explanation,Yes,1064142
665,46623,2016-03-21,Credit reporting,,Incorrect information on credit report,Account status,"I 'm submitting a complaint against all XXXX bureaus ( individually ) due to the failure to investigate and process my disputes. I have notified them that the information that they are reporting on my file is not correct and I have yet to see more than XXXX updates in the past 5 months. This is absolutely ridiculous and they are a farce of a company just pulling in money for reporting inaccurate information. I require a full investigation and for the information that I have disputed with them to be processed, updated or removed within the 30 day time period or I will have no choice but to make a complaint with the Texas Attorney General as well as make a press release that details how they have failed to investigate my disputes. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",TX,760XX,,Consent provided,Web,2016-03-22,Closed with non-monetary relief,Yes,1841522
666,52166,2014-05-15,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,10989,Servicemember,,Web,2014-05-20,Closed with non-monetary relief,Yes,854271
667,10040,2015-10-23,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,"On XXXX XXXX 2015 i contacted Experian 's dispute department. I explained that I need to have the statement about calling me to verify new accounts before they are opened removed, because the telephone number on there is not a valid number any more. I was sent a confirmation email with a report number ( XXXX ) and Investigation ID XXXX. The email told me to wait four days for my credit report to be updated and corrected. I contacted them again a few weeks later and received a letter of notification in the mail stating that the statement was deleted. When I contacted XXXX on XXXX XXXX, I was told that the statement is still there and I could not open an account unless I could be contacted at the number on my credit report, which is a number I have not had for years. I called Experian for a third time on XXXX XXXX and was told they would look into it and contact me by Thursday, XXXX XXXX. I still have n't heard anything. 
",Company chooses not to provide a public response,Experian,NM,880XX,,Consent provided,Web,2015-10-23,Closed with explanation,Yes,1621382
668,35025,2016-04-03,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because Transunion has ignored my request to provide me with the documents that their company has on file that was used to verify the accounts I have disputed. Being that they have gone past the 30 day mark and can not verify these accounts under section 611 ( 5 ) ( A ) of the FCRA - "" They are required to promptly delete all information '' which can not be verified that I have disputed. Please resolve this manner as soon as possible. Thank you. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",IL,606XX,,Consent provided,Web,2016-04-03,Closed with non-monetary relief,Yes,1861619
669,66866,2014-05-12,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,PA,18654,,,Web,2014-05-12,Closed with non-monetary relief,Yes,848390
670,4662,2016-07-22,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CA,92346,,Consent not provided,Web,2016-07-22,Closed with explanation,Yes,2024803
671,85519,2016-05-15,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,IL,60473,,Consent not provided,Web,2016-05-15,Closed with explanation,Yes,1925298
672,112301,2013-12-08,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"TransUnion Intermediate Holdings, Inc.",TX,78539,,,Web,2013-12-09,Closed with non-monetary relief,Yes,624005
673,82931,2015-08-10,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,"Fraudulent check cashed on my checking account for XXXX dollars. Can not access my credit report and look for further fraud. Unable to speak to a live person. Unable to place fraud alert for same reason. 
",,Equifax,MS,395XX,Older American,Consent provided,Web,2015-08-10,Closed with explanation,Yes,1510781
674,61422,2016-07-06,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Requested copy of credit report on XXXX XXXX 2016 so that I may disputed incorrect items being reported.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,CT,067XX,,Consent provided,Web,2016-07-06,Closed with non-monetary relief,Yes,2000831
675,61597,2013-08-26,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,VA,22031,,,Web,2013-08-26,Closed with non-monetary relief,Yes,508210
676,68032,2016-03-18,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",TX,75041,,,Postal mail,2016-03-21,Closed with explanation,Yes,1839142
677,62772,2015-03-12,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,79363,,,Web,2015-03-12,Closed with explanation,Yes,1280397
678,87636,2016-01-07,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",CA,92057,,Consent not provided,Web,2016-01-07,Closed with non-monetary relief,Yes,1733052
679,84955,2016-02-29,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"CREDCO supplied a tri-merged joint credit report with a company that I thought was a legal company on the day that it happened. The credit report was for myself and my husband. When I became suspicious because of other things that did n't seem right, I learned that the mortgage company has had an expired license since 2009. Then I asked the licensed real estate agent who did the paperwork in the licensed real estate broker office. I asked the agent why the mortgage company is unlicensed. He said it is because the company was his and that he closed it in 2009 but that he kept the account with CREDCO so that he could run reports on people. CREDCO has not responded to my email about it. It seems to me that CREDCO should know whether or not its customers are even in business, especially after 7 years of being closed. CREDCO has a duty to protect sensitive financial information from thieves. There was no way for me to know ahead of time that I was dealing with an unlicensed mortgage company. Beyond that, because I was in a licensed office with a licensed agent, it NEVER occurred to me that I would be victimized like this. That 's wrong. Very wrong. It is CREDCO 's fault for not knowing that their customer has been out of business for 7 years. Now we are open to identity theft. I have a copy of the CREDCO report issued to XXXX XXXX MORTGAGE. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CoreLogic,FL,347XX,,Consent provided,Web,2016-02-29,Closed with explanation,Yes,1809902
